mixture,system,checkpoint,naoh_volume_ml,measured_titration_linear_interpolation_ph,pf_posterior_mean_ph,pf_credible_lower_2p5_ph,pf_credible_upper_97p5_ph
1,pHBA + TPA,0,4.5200000000000005,10.1736,5.569814811347441,1.6126169986303287,12.250255758872125
1,pHBA + TPA,0,4.54,10.1872,5.58037524323731,1.6138689542583529,12.253525536271667
1,pHBA + TPA,0,4.5600000000000005,10.200800000000001,5.590929136994527,1.6151203500169529,12.25676306971381
1,pHBA + TPA,0,4.58,10.2144,5.6079203043745585,1.6163711888106556,12.259968922450895
1,pHBA + TPA,0,4.6000000000000005,10.228,5.619952287774042,1.6176214735424819,12.263143643312066
1,pHBA + TPA,0,4.62,10.2416,5.633422612428738,1.6188712071139575,12.266287767190594
1,pHBA + TPA,0,4.64,10.2552,5.644417557926618,1.620120392425127,12.269401815510765
1,pHBA + TPA,0,4.66,10.2688,5.656790451629024,1.6213690323745649,12.272486296675439
1,pHBA + TPA,0,4.68,10.282399999999999,5.665287894158395,1.6226171298593912,12.275541706495112
1,pHBA + TPA,0,4.7,10.296,5.673869338230047,1.6238646877752836,12.2785685285995
1,pHBA + TPA,0,4.72,10.3096,5.683736794710625,1.6251117090164904,12.28156723483244
1,pHBA + TPA,0,4.74,10.3232,5.692002323509907,1.626358196475843,12.284538285630912
1,pHBA + TPA,0,4.76,10.3368,5.699997055202361,1.6276041530447718,12.287482130388945
1,pHBA + TPA,0,4.78,10.3504,5.708098714796701,1.6288495816133155,12.29039920780719
1,pHBA + TPA,0,4.8,10.364,5.7186825591345425,1.6300944850701375,12.293289946228587
1,pHBA + TPA,0,4.82,10.377600000000001,5.72925932170357,1.6313388663025363,12.296154763961347
1,pHBA + TPA,0,4.84,10.3912,5.7429600669873455,1.6325827281964607,12.298994069588979
1,pHBA + TPA,0,4.86,10.4048,5.761185065038696,1.6338260736365218,12.301808262268775
1,pHBA + TPA,0,4.88,10.4184,5.771064183934067,1.6349200593980395,12.304597732018813
1,pHBA + TPA,0,4.9,10.432,5.780103473765026,1.6359102521273425,12.307362859994132
1,pHBA + TPA,0,4.92,10.4456,5.788377485990881,1.6368992422680595,12.310104018752575
1,pHBA + TPA,0,4.94,10.459200000000001,5.796399174762113,1.6378870334633002,12.312821572510646
1,pHBA + TPA,0,4.96,10.4728,5.8043974622181125,1.6388736293487325,12.315515877390204
1,pHBA + TPA,0,4.98,10.4864,5.814725323372439,1.6398590335525696,12.31818728165571
1,pHBA + TPA,0,5.0,10.5,5.824414608290494,1.6408432496955596,12.320836125943142
1,pHBA + TPA,0,5.0200000000000005,10.5166,5.832279146603876,1.6418262813909745,12.32346274348054
1,pHBA + TPA,0,5.04,10.5332,5.843234773705669,1.6428081322445989,12.326067460300646
1,pHBA + TPA,0,5.0600000000000005,10.549800000000001,5.851116439963913,1.6437888058547236,12.32865059544596
1,pHBA + TPA,0,5.08,10.5664,5.858525813894704,1.6447683058121298,12.33121246116659
1,pHBA + TPA,0,5.1000000000000005,10.583,5.865956572794783,1.6457466357000894,12.33375336311109
1,pHBA + TPA,0,5.12,10.5996,5.873526752096004,1.646723799094342,12.336273600510708
1,pHBA + TPA,0,5.14,10.6162,5.881394169879048,1.6476997995631057,12.338773466357214
1,pHBA + TPA,0,5.16,10.6328,5.890956129611741,1.648674640667053,12.341253247574635
1,pHBA + TPA,0,5.18,10.6494,5.90973167504966,1.6496483259593102,12.343713225185105
1,pHBA + TPA,0,5.2,10.666,5.9198809832315025,1.6506208589854512,12.346153674469122
1,pHBA + TPA,0,5.22,10.682599999999999,5.9281959078642465,1.6515922432834875,12.348574865120362
1,pHBA + TPA,0,5.24,10.6992,5.937307372052428,1.6525624823838663,12.350977061395355
1,pHBA + TPA,0,5.26,10.7158,5.945140731881573,1.6535315798094592,12.353360522258157
1,pHBA + TPA,0,5.28,10.7324,5.953039352747485,1.654499539075562,12.35572550152025
1,pHBA + TPA,0,5.3,10.749,5.963028127310567,1.6554663636898859,12.35807224797587
1,pHBA + TPA,0,5.32,10.765600000000001,5.972857544481565,1.6564320571525548,12.360401005532896
1,pHBA + TPA,0,5.34,10.7822,5.981121573281374,1.6573966229561008,12.362712013339522
1,pHBA + TPA,0,5.36,10.7988,5.990057398793412,1.6583600645854588,12.365005505906854
1,pHBA + TPA,0,5.38,10.8154,6.005080753632405,1.6593223855179642,12.367281713227555
1,pHBA + TPA,0,5.4,10.832,6.01910497287602,1.6602835892233498,12.369540860890787
1,pHBA + TPA,0,5.42,10.8486,6.032995401203212,1.661243679163741,12.371783170193435
1,pHBA + TPA,0,5.44,10.8652,6.041431274176505,1.6622026587936563,12.374008858247944
1,pHBA + TPA,0,5.46,10.8818,6.049134236549485,1.6631605315600022,12.376218138086692
1,pHBA + TPA,0,5.48,10.8984,6.056691116714837,1.6641173009020709,12.378411218763226
1,pHBA + TPA,0,5.5,10.915,6.064293289179368,1.6650729702515443,12.380588305450303
1,pHBA + TPA,0,5.5200000000000005,10.9316,6.071846328549724,1.6660275430324862,12.382749599534957
1,pHBA + TPA,0,5.54,10.9482,6.079336554297395,1.6669810226613442,12.384895298710738
